00:09:58:16,00:10:03:11,FORREST (V.O.),1,speech,regular,HS;"NS,""Manchmal hatte wir so viele Leute bei uns wohnen, dass alle Zimmer mit Reisenden belegt waren."",";;;;
00:10:03:14,00:10:04:12,FORREST (V.O.),1,speech,regular,imperative,Überlegen Sie mal!,;;;;;
00:10:04:19,00:10:06:20,FORREST (V.O.),1,speech,regular,HS;"HS,""Das waren Leute, die lebten aus dem Koffer."",";;;;
"00:10:06:21,00:10:07:08,MRS. GUMP,0,speech,regular,###,""Fangen sie ruhig schon an, Guten Apptetit."",";;;;;
"00:10:07:09,00:10:10:18,FORREST (V.O.),1,speech,regular,none,""Aus Reisekoffern, Hutkoffern, Musterkoffern"",";;;;;
00:10:10:19,00:10:10:21,MRS. GUMP,0,speech,exclamation,none,Forrest Gump,;;;;;
00:10:10:22,00:10:12:05,MRS. GUMP,1,speech,regular,imperative;HS,Komm runter! Es gibt Abendessen.,;;;;
00:10:12:14,00:10:13:00,MRS. GUMP,1,speech,regular,address,Forrest,;;;;;
00:10:13:13,00:10:14:03,FORREST (V.O.),1,speech,regular,incomplete,Einmal…,;;;;;
00:10:14:14,00:10:16:08,FORREST (V.O.),1,speech,regular,completion,...da wohnte ein junger Mann bei uns.,;;;;;
00:10:16:09,00:10:16:17,MRS. GUMP,1,speech,regular,address,Forrest,;;;;;
00:10:16:18,00:10:18:24,FORREST (V.O.),1,speech,regular,HS,Der hatte einen Gitarrenkoffer.,;;;;;
00:10:19:03,00:10:32:19,ELVIS PRESLEY,0,song,regular,foreign,,;;;;;
00:10:19:20,00:10:22:15,ERZAEHLER,1,speech,regular,HS,Missis Gump geht neugierig zu einer geschlossenen Zimmertür.,;;;;;
00:10:24:07,00:10:28:04,ERZAEHLER,1,speech,regular,AND,Forrest schwingt mit gebeugten Knien die Hüften und hält sich an einem Besen fest.,;;;;;
00:10:28:08,00:10:29:10,ERZAEHLER,1,speech,regular,HS,Der Gitarrist hat eine Tolle.,;;;;;
00:10:32:16,00:10:33:07,MRS. GUMP,1,speech,regular,address,Forrest,;;;;;
00:10:33:21,00:10:36:05,MRS. GUMP,1,speech,regular,HS;"NS,""Ich hab dir doch gesagt, Du sollst den netten, jungen Mann in Ruhe lassen."",indirekte Rede";;;;
"00:10:36:17,00:10:40:00,ELVIS PRESLEY,1,speech,regular,complex,""Oh, nein"; ist schon ok, Ma'am;" ich hab ihm grad nur ein paar Griffe auf der Gitarre gezeigt."",";;;
00:10:40:01,00:10:40:09,MRS. GUMP,1,non,regular,none,nach,;;;;;
00:10:40:20,00:10:41:10,MRS. GUMP,1,speech,regular,incomplete,Naja aber...,;;;;;
00:10:41:20,00:10:43:06,MRS. GUMP,1,speech,regular,completion;HS;"NS,""...Abendessen ist fertig, falls Sie hungrig sind."",";;;
"00:10:43:19,00:10:44:20,ELVIS PRESLEY,1,speech,regular,HS,""Oh, das hört sich gut an."",";;;;;
"00:10:44:21,00:10:45:09,ELVIS PRESLEY,1,speech,regular,address,""Danke, Ma'am"",";;;;;
00:10:45:15,00:10:46:01,ERZAEHLER,1,speech,regular,HS,Sie geht.,;;;;;
00:10:47:07,00:10:49:23,ELVIS PRESLEY,1,speech,commanding,address;"imperative,""Ey, Mann. Mach mir doch den verrückten Tanz von vorhin nochmal vor!"",";;;;
00:10:50:18,00:10:51:16,ELVIS PRESLEY,1,speech,commanding;addendum,none,Aber ein bisschen langsamer.,;;;;
00:10:52:18,00:10:55:##,ELVIS PRESLEY,1,singing,regular,foreign,You ain't nothing but a hound dog.,;;;;;
00:10:52:14,00:11:44:03,ELVIS PRESLEY,0,song,regular,foreign,###,;;;;;
00:10:54:16,00:10:56:05,FORREST (V.O.),1,speech,regular,HS,Ich mochte die Gitarre.,;;;;;
00:10:57:10,00:10:58:17,FORREST (V.O.),1,speech,regular,HS,Sie klang gut.,;;;;;
00:10:57:17,00:10:##:##,ELVIS PRESLEY,1,singing,regular,foreign,###lyrics###,;;;;;
"00:11:00:09,00:11:01:05,FORREST (V.O.),1,speech,regular,HS,""Dann fing ich an,..."",";;;;;
00:11:01:24,00:11:03:13,FORREST (V.O.),1,speech,regular;addendum,NS,...mich nach der Musik zu bewegen.,;;;;
00:11:04:06,00:11:05:22,FORREST (V.O.),1,speech,regular,HS,Ich wackelte mit den Hüften.,;;;;;
00:11:08:13,00:11:12:21,FORREST (V.O.),1,speech,regular,HS,Eines Abend kam ich mit Mama an Bensons Möbel und Haushaltsladen vorbei.,;;;;;
00:11:12:24,00:11:14:18,FORREST (V.O.),1,speech,exclamation,imperative,Und jetzt stellen sie sich mal vor...,;;;;;
00:11:15:17,00:11:17:01,ERZAEHLER,1,speech,regular,none,Im Fernsehen Elvis Presley,;;;;;
00:11:23:23,00:11:24:24,ERZAEHLER,1,speech,regular,HS,Er tanzt wie Forrest.,;;;;;
00:11:25:04,00:11:26:22,ERZAEHLER,1,speech,regular;addendum,HS,Dabei schwingt er lasziv die Hüften.,;;;;
00:11:27:16,00:11:29:04,MRS. GUMP,1,speech,regular,HS,Das ist nichts für kleine Kinder.,;;;;;
00:11:30:02,00:11:32:14,ERZAEHLER,1,speech,regular,HS,Sie geht.,;;;;;
00:11:32:18,00:11:32:23,ERZAEHLER,1,speech,regular,HS,Forrest sieht weiter fasziniert zu Elvis.,;;;;;
"00:11:33:05,00:11:37:10,FORREST (V.O.),1,speech,regular,complex,""Ein paar Jahre später, da hatte der gutaussehende junge Mann, den sie alle den 'King' nannten..."",";;;;;
00:11:37:17,00:11:42:04,FORREST (V.O.),1,speech,regular;"addendum,complex,""...naja, wahrscheinlich hat er zuviele Songs gesungen, der starb dann an einem Herzanfall oder so."",";;;;
00:11:42:10,00:11:43:06,ERZAEHLER,1,speech,regular,none,An der Haltestelle,;;;;;
00:11:43:10,00:11:45:10,FORREST,1,speech,regular,HS;"NS,""Muss ganz schön schwer sein, ein King zu sein."",###NS?###";;;;
00:11:46:08,00:11:48:08,ERZAEHLER,1,speech,regular,HS,Die Krankenschwester sieht wieder in ihre Zeitschrift.,;;;;;
00:11:52:10,00:11:52:17,FORREST,1,speech,regular,HS;"NS,""Ist doch komisch, dass man sich an manche Dinge erinnert und an manche nicht."",";;;;
00:11:52:23,00:11:54:21,MRS. GUMP,1,speech,asking,HS;"question,""Und du gibst dir wirklich Mühe, nicht wahr, Forrest?"",";;;;
"00:11:54:22,00:11:55:08,MRS. GUMP,1,speech,asking,address,""Und du gibst dir wirklich Mühe, nicht wahr, Forrest?"",";;;;;
"00:11:55:10,00:11:56:02,FORREST (child),1,speech,regular,HS,""Ja, mach ich."",";;;;;
00:11:56:04,00:11:56:14,FORREST (child),1,speech,regular,address,Mama,;;;;;
00:11:56:24,00:11:58:12,ERZAEHLER,1,speech,regular,HS,An einer Straße hält ein Schulbus.,;;;;;
00:11:58:17,00:12:02:07,FORREST (V.O.),1,speech,regular,HS,Ich kann mich noch an die Busfahrt am ersten Schultag erinnern.,;;;;;
00:12:02:16,00:12:03:17,FORREST (V.O.),1,speech,regular;addendum,none,ganz genau,;;;;
00:12:03:24,00:12:06:00,ERZAEHLER,1,speech,regular,HS,Die rauchende Busfahrerin sieht Forrest an.,;;;;;
00:12:06:07,00:12:07:08,DOROTHY HARRIS,1,speech,asking,question,Kommst du oder kommst du nicht?,;;;;;
"00:12:07:21,00:12:08:12,FORREST (child),1,speech,regular,HS,""Mama sagt,"",";;;;;
00:12:08:14,00:12:11:03,FORREST (child),1,speech,regular,NS,ich darf nicht bei Fremden ins Auto einsteigen.,indirekte Rede;;;;;
00:12:11:12,00:12:12:23,DOROTHY HARRIS,1,speech,regular,HS,Das hier ist der Bus zur Schule.,;;;;;
00:12:13:08,00:12:15:08,ERZAEHLER,1,speech,regular,HS,Forrest bleibt unschlüssig vor der Tür stehen.,;;;;;
"00:12:16:10,00:12:18:06,FORREST (child),1,speech,regular,HS,""Ich bin Forrest, Forrest Gump."",";;;;;
00:12:19:04,00:12:20:11,DOROTHY HARRIS,1,speech,regular,HS,Ich bin Dorothy Harris.,;;;;;
00:12:21:01,00:12:23:01,FORREST (child),1,speech,regular,HS,Dann sind sie ja jetzt keine Fremde mehr.,;;;;;
00:12:23:07,00:12:23:17,DOROTHY HARRIS,1,non,regular,none,mmpf,;;;;;
00:12:23:23,00:12:24:21,ERZAEHLER,1,speech,regular,HS,Dorothy schmunzelt.,;;;;;
00:12:25:01,00:12:27:15,ERZAEHLER,1,speech,regular,HS,Forrest steigt etwas mühsam mit seinen Beinschienen ein.,;;;;;
00:12:32:03,00:12:35:14,ERZAEHLER,1,speech,regular,AND,Er geht durch den fast voll besetzten Bus und blickt auf zwei Jungs in einer Bank.,;;;;;
00:12:35:19,00:12:36:21,BOY #1,1,speech,regular,HS,Hier sitzt schon einer.,;;;;;
00:12:38:03,00:14:52:23,OST,0,song,instrumental,instrumental,,;;;;;
00:12:39:17,00:12:40:06,BOY #2,1,speech,regular,none,Hier auch,;;;;;
00:12:40:15,00:12:41:23,ERZAEHLER,1,speech,regular,HS,Der Platz neben ihm ist leer.,;;;;;
00:12:42:08,00:12:44:21,ERZAEHLER,1,speech,regular,HS;"relativ,""Forrest sieht ein Mädchen an, das neben einem anderen sitzt."",";;;;
00:12:45:01,00:12:45:21,ERZAEHLER,1,speech,regular,HS,Es schüttelt den Kopf.,;;;;;
00:12:46:06,00:12:48:09,ERZAEHLER,1,speech,regular,HS,Weit hinten sitzt ein Junge auch allein in einer Bank.,;;;;;
00:12:48:11,00:12:50:01,BOY #3,1,speech,regular,HS,Hier kannst du auch nicht sitzen.,;;;;;
00:12:51:10,00:12:52:01,FORREST (V.O.),1,speech,regular,none,Komisch,;;;;;
00:12:52:11,00:12:54:10,FORREST (V.O.),1,speech,regular,NS,Was man noch aus seiner Kinderzeit weiß.,;;;;;
"00:12:54:24,00:12:55:05,FORREST (V.O.),1,speech,regular,none,""...weil,..."",";;;;;
00:12:55:17,00:12:58:02,FORREST (V.O.),1,speech,regular,HS;"NS,""...ich kann mich nicht daran erinnern, wie ich geboren wurde."",###HS?NS?###";;;;
00:12:59:10,00:12:59:14,FORREST,1,speech,regular,none,Ich,;;;;;
"00:13:00:02,00:13:05:19,FORREST,1,speech,regular,complex,""Ich weiß auch nicht mehr, was ich zu meinem ersten Weihnachtsfest gekriegt habe und nichts von meinem aller ersten Picnic, aber..."",""##none, incomplete, addendum standard?#""";;;;;
00:13:07:03,00:13:11:00,FORREST,1,speech,regular;addendum,HS;"NS,""...dafür weiß ich ganz genau, wann ich das erste Mal mal die süßeste Stimme…"",";;;
00:13:11:01,00:13:12:18,FORREST (V.O.),1,speech,regular;addendum,NS,auf der ganzen welt gehört habe.,;;;;
00:13:13:02,00:13:14:20,JENNY (child),1,speech,regular,NS;"HS,""Wenn du willst, kannst du hier sitzen."",";;;;
"00:13:15:14,00:13:17:12,ERZAEHLER,1,speech,regular,HS,""Ein zierliches, blondes Mädchen schaut ihn an."",";;;;;
00:13:18:03,00:13:21:24,FORREST (V.O.),1,speech,regular,HS,Ich hatte noch nie in meinem Leben etwas so schönes gesehen.,;;;;;
00:13:22:02,00:13:23:22,FORREST (V.O.),1,speech,regular,HS,Sie war wie ein Engel.,;;;;;
00:13:24:12,00:13:25:03,JENNY (child),1,speech,asking,question,Was ist?,;;;;;
00:13:25:06,00:13:26:14,JENNY (child),1,speech,asking,question,Setzt du dich hin oder nicht?,;;;;;
00:13:28:02,00:13:30:14,ERZAEHLER,1,speech,regular,AND,Forrest setzt sich und senkt verlegen den Blick.,;;;;;
00:13:31:22,00:13:33:11,JENNY (child),1,speech,asking,question,Was ist denn mit deinen Beinen?,;;;;;
00:13:33:22,00:13:34:02,FORREST (child),1,non,regular,none,ähm,;;;;;
"00:13:34:03,00:13:35:09,FORREST (child),1,speech,regular,none,""Überhaupt nichts, danke"",";;;;;
00:13:35:13,00:13:37:13,FORREST (child),1,speech,regular,HS,Meine Beine sind ordentlich in Ordnung.,;;;;;
00:13:38:18,00:13:40:05,FORREST (V.O.),1,speech,regular,HS,Ich saß also da im Bus.,;;;;;
00:13:40:17,00:13:40:23,JENNY (child),1,speech,asking,question,Wieso hast du denn dann solche Schuhe an?,;;;;;
00:13:41:00,00:13:42:15,FORREST (V.O.),1,speech,regular;addendum,HS,Und wir haben uns unterhalten.,;;;;
00:13:42:16,00:13:43:06,FORREST (child),0,speech,regular,HS;NS;",""Meine Mama sagt, mein Rücken ist krumm";" wie ein Fragezeichen."",";;
00:13:43:07,00:13:45:02,FORREST (V.O.),1,speech,regular;addendum,none,Die ganze Fahrt bis zur Schule,;;;;
00:13:45:17,00:13:48:01,FORREST (child),0,speech,regular,HS,Die Schuhe machen mich wieder kerzengerade.,###das sind meine Zauberschuhe.###;;;;;
00:13:48:06,00:13:48:17,FORREST (child),0,speech,regular,HS,Es sind meine Zauberschuhe.,;;;;;
00:13:48:18,00:13:49:01,FORREST (V.O.),1,speech,regular,incomplete,Abgesehen von Mama...,;;;;;
00:13:49:15,00:13:49:17,FORREST (V.O.),1,speech,regular,completion;HS,...hat nie jemand mit mir geredet.,;;;;
00:13:50:02,00:13:51:07,FORREST (V.O.),1,speech,regular;addendum,HS,Oder mich was gefragt.,;;;;
00:13:51:23,00:13:53:21,JENNY (child),1,speech,regular,HS;"NS,""Kann es sein, dass du dumm bist oder sowas?"",";;;;
00:13:54:00,00:13:54:20,FORREST (child),1,speech,regular,HS,Mama sagt:,;;;;;
00:13:54:21,00:13:56:22,FORREST (child),1,speech,regular,HS;"relativ,""Dumm ist der, der Dummes tut."",direkte Rede";;;;
00:13:58:09,00:13:59:02,JENNY (child),1,speech,regular,HS,Ich bin Jenny.,;;;;;
00:13:59:04,00:14:00:00,ERZAEHLER,1,speech,regular,HS,Sie gibt ihm die Hand.,;;;;;
"00:14:00:04,00:14:01:24,FORREST (child),1,speech,regular,HS,""Ich bin Forrest, Forrest Gump."",";;;;;
00:14:02:20,00:14:05:02,FORREST (V.O.),1,speech,regular,HS,Von dem Tag an waren wir immer zusammen.,;;;;;
00:14:05:07,00:14:06:06,FORREST (V.O.),1,speech,regular;addendum,none,Jenny und ich,;;;;
00:14:06:09,00:14:08:01,FORREST (V.O.),1,speech,regular,HS,Wir waren wie Pech und Schwefel.,;;;;;
00:14:08:10,00:14:09:13,ERZAEHLER,1,speech,regular,HS,Sie laufen zu einer Eiche.,;;;;;
00:14:09:20,00:14:12:06,FORREST (V.O.),1,speech,regular,HS;"NS,""Sie hat mir beigebracht, wie man klettert."",";;;;
00:14:12:13,00:14:13:10,JENNY (child),1,speech,regular,imperative;"address,""Komm, Forrest!"",";;;;
00:14:13:21,00:14:14:07,JENNY (child),1,speech,regular,HS,Du kannst das auch.,;;;;;
00:14:14:08,00:14:16:14,FORREST (V.O.),1,speech,regular,HS;"NS,""Und ich hab ihr gezeigt, wie man hangelt."",";;;;
00:14:16:15,00:14:18:00,ERZAEHLER,1,speech,regular,HS,Er hängt mit einer Hand am Ast.,;;;;;
00:14:18:01,00:14:18:21,FORREST (child),0,speech,regular,none,...ein gutes... Kleines... Äffchen...,;;;;;
00:14:18:23,00:14:21:00,FORREST (V.O.),1,speech,regular,HS,Sie hat mir beim Lesenlernen geholfen.,;;;;;
00:14:22:01,00:14:24:01,FORREST (V.O.),1,speech,regular,HS;"NS,""Und ich hab ihr gezeigt, wie man schaukelt."",";;;;
00:14:24:08,00:14:25:17,ERZAEHLER,1,speech,regular,HS,Er hängt kopfüber im Baum.,;;;;;
00:14:26:07,00:14:29:15,FORREST (V.O.),1,speech,regular,AND,Und manchmal saßen wir einfach nur so da und warteten auf die Sterne.,;;;;;
00:14:29:16,00:14:32:05,FORREST (child),1,speech,regular,HS,Mama macht sich bestimmt Sorgen um mich.,;;;;;
00:14:32:20,00:14:34:10,JENNY (child),1,speech,regular,imperative,Bleib doch noch ein bisschen länger!,;;;;;
00:14:34:13,00:14:35:22,ERZAEHLER,1,speech,regular,HS,Auf dem Baum nimmt sie seine Hand.,;;;;;
00:14:35:24,00:14:39:00,FORREST (V.O.),1,speech,regular,HS,Aus irgendeinem Grund wollte Jenny nie nach Hause gehen.,;;;;;
"00:14:39:17,00:14:40:20,FORREST (child),1,speech,regular,address,""Ok, Jenny"",";;;;;
00:14:40:23,00:14:41:17,FORREST (child),1,speech,regular,HS,Ich bleibe.,;;;;;
00:14:42:18,00:14:45:19,FORREST (V.O.),1,speech,regular,HS,Sie war meine aller beste Freundin.,;;;;;
00:14:45:21,00:14:48:03,ERZAEHLER,1,speech,regular,HS,Auf der Wartebank blickt Forrest traurig vor sich hin.,;;;;;
00:14:48:13,00:14:49:22,FORREST,1,speech,regular;addendum,none,Meine einzige Freundin.,;;;;
00:14:50:03,00:14:52:10,ERZAEHLER,1,speech,regular,HS,Die Krankenschwester sieht ungerührt in ihre Zeitschrift.,;;;;;
00:14:53:16,00:14:54:15,FORREST,1,speech,regular,HS,Meine Mama sagte immer:,;;;;;
00:14:54:16,00:14:56:04,FORREST,1,speech,regular,HS,Wunder passieren an jedem Tag.,direkte Rede;;;;;
00:14:56:07,00:14:57:05,ERZAEHLER,1,speech,regular,HS,Die Schwester blickt hoch.,;;;;;
00:14:57:06,00:14:59:21,FORREST,1,speech,regular,HS;NS;"NS,""Es gibt Leute, die glauben nicht daran, aber es ist so."",";;;
00:15:00:04,00:15:01:19,ERZAEHLER,1,speech,regular,none,Forrest und Jenny auf einem Weg.,;;;;;
00:15:01:20,00:15:02:17,ERZAEHLER,1,speech,regular,HS,Etwas trifft ihm am Kopf.,;;;;;
"00:15:02:18,00:15:03:13,BOY #1,1,speech,regular,address,""Hey, Blödmann"",";;;;;
00:15:03:20,00:15:04:18,ERZAEHLER,1,speech,regular,HS,Forrest kippt um.,;;;;;
00:15:04:23,00:15:06:23,BOY #2,1,speech,regular,question,Bist du zurückgeblieben oder einfach nur blöd?,;;;;;
"00:15:07:10,00:15:08:20,BOY #3,1,speech,regular,HS,""Nein, ich bin Forrest Gump."",direkte Rede";;;;;
00:15:08:23,00:15:10:12,JENNY (child),1,speech,commanding,imperative;"NS,""Hör gar nicht auf das, was sie sagen!"",";;;;
00:15:11:20,00:15:14:02,JENNY (child),1,speech,commanding,imperative;address;imperative;address;"imperative,""Lauf, Forrest, lauf, Forrest, lauf"",";
00:15:14:21,00:15:15:16,BOY #2,1,speech,commanding,none,Auf die Räder,;;;;;
00:15:15:17,00:15:16:10,BOY #3,1,speech,commanding,imperative,Macht schnell!,;;;;;
00:15:17:24,00:15:18:18,BOY #3,1,speech,exclamation,HS,Los gehts!,;;;;;
00:15:18:19,00:15:19:20,BOY #2,1,speech,regular,HS,Wir kriegen ihn schon.,;;;;;
00:15:20:15,00:15:21:11,BOY #2,1,speech,exclamation,HS,Den greifen wir uns.,;;;;;
00:15:21:22,00:15:23:06,ERZAEHLER,1,speech,regular,HS,Die Drei jagen an Jenny vorbei.,;;;;;
00:15:23:07,00:15:24:24,JENNY (child),1,speech,regular,imperative;address;"imperative,""Lauf, Forrest, Lauf"",";;;
00:15:25:15,00:15:26:17,JENNY (child),1,speech,regular,imperative;"address,""Lauf, Forrest"",";;;;
00:15:26:19,00:15:28:00,ERZAEHLER,1,speech,regular,HS,Er stakst den Weg entlang.,;;;;;
00:15:28:14,00:15:29:18,BOY #1,1,speech,regular,HS,Wir kriegen dich schon.,;;;;;
00:15:27:06,00:17:29:05,OST,0,song,instrumental,instrumental,,;;;;;
00:15:31:11,00:15:32:08,ERZAEHLER,1,speech,regular,HS,Forrest wird schneller.,;;;;;
00:15:33:10,00:15:35:05,ERZAEHLER,1,speech,regular,HS,Die Jungs auf ihren Rädern holen langsam auf.,;;;;;
00:15:37:02,00:15:39:09,ERZAEHLER,1,speech,regular,HS,Behindert durch die Schienen hastet Forrest weiter.,;;;;;
00:15:39:15,00:15:40:08,ERZAEHLER,1,speech,regular,none,In Zeitlupe,;;;;;
00:15:41:00,00:15:43:06,ERZAEHLER,1,speech,regular,HS,Mit seinen steifen Beinen macht er ungelenke Schritte.,;;;;;
00:15:43:13,00:15:46:05,JENNY (child),1,speech,regular,imperative;address;"imperative,""Lauf, Forrest, Lauf"",";;;
00:15:46:19,00:15:48:18,ERZAEHLER,1,speech,regular,HS,Die Verfolger treten verbissen in die Pedale.,;;;;;
00:15:48:23,00:15:50:13,ERZAEHLER,1,speech,regular,HS,Gehetzt sieht sich Forrest zu ihnen um.,;;;;;
00:15:50:23,00:15:52:06,ERZAEHLER,1,speech,regular,HS,Er hat eine Platzwunde an der Stirn.,;;;;;
00:15:53:23,00:15:56:21,ERZAEHLER,1,speech,regular,HS;"NS,""Im Laufen beginnt Forrest plötzlich, die Knie zu beugen."",";;;;
00:15:57:24,00:15:59:14,ERZAEHLER,1,speech,regular,HS,Die Halterungen der Schienen reißen ab.,;;;;;
00:16:00:11,00:16:01:24,ERZAEHLER,1,speech,regular,HS,Einzelteile fliegen durch die Luft.,;;;;;
00:16:06:24,00:16:08:13,ERZAEHLER,1,speech,regular,HS,Die letzten Teile fallen ab.,;;;;;
00:16:10:13,00:16:12:03,ERZAEHLER,1,speech,regular,HS,Forrest starrt entschlossen nach vorn.,;;;;;
00:16:12:11,00:16:14:03,ERZAEHLER,1,speech,regular,HS,Die Jungs fahren durch die Reste der Schienen.,;;;;;
00:16:16:14,00:16:19:15,FORREST (V.O.),1,speech,regular,HS;"NS,""Sie werden mir das wahrscheinlich nicht glauben, wenn ich Ihnen das erzähle."",";;;;
00:16:19:18,00:16:20:12,ERZAEHLER,1,speech,regular,none,Auf der Wartebank,;;;;;
00:16:21:00,00:16:22:23,FORREST,1,speech,regular;addendum,HS,Aber ich kann laufen so schnell wie der Wind.,;;;;
00:16:23:11,00:16:26:04,ERZAEHLER,1,speech,regular,HS,Die Krankenschwester nickt ohne von ihrer Zeitschrift aufzuschauen.,;;;;;
00:16:26:12,00:16:27:11,FORREST,1,speech,regular,incomplete,Von dem Tag an...,;;;;;
00:16:28:02,00:16:29:10,FORREST,1,speech,regular;addendum,completion,...bin ich nirgendwo mehr hingegangen.,;;;;
00:16:30:06,00:16:31:22,FORREST,1,speech,exclamation,HS,Ich bin nur noch gelaufen.,;;;;;
00:16:32:03,00:16:32:19,BOY #2,1,speech,regular,HS,Er haut ab.,;;;;;
00:16:33:08,00:16:34:07,ERZAEHLER,1,speech,regular,HS,Die drei Jungs stoppen.,;;;;;
00:16:34:16,00:16:37:05,ERZAEHLER,1,speech,regular,HS,Verblüfft sehen sie dem davonrasenden Forrest nach.,;;;;;
00:16:37:15,00:16:39:14,ERZAEHLER,1,speech,regular;addendum,relativ,...der eine Staubwolke hinter sich her zieht.,;;;;
00:16:39:17,00:16:40:05,BOY #2,1,speech,exclamation,none,So ein Mist,;;;;;
00:16:41:05,00:16:45:04,ERZAEHLER,1,speech,regular,AND,Forrest biegt vom Weg ab und flitzt über eine große Wiese auf eine Baumreihe zu.,;;;;;
00:16:47:08,00:16:49:17,ERZAEHLER,1,speech,regular,HS;"relativ,""Und überquert eine kleine Brücke, auf der Angler sitzen."",";;;;
00:16:53:22,00:16:57:13,ERZAEHLER,1,speech,regular,HS;"relativ,""Er rennt an Sträflingen vorbei, die den Grünstreifen am Straßenrand bearbeiten."",";;;;
00:16:58:14,00:17:02:05,ERZAEHLER,1,speech,regular,AND,In Greenbow jagt er am Friseurladen vorbei und wirbelt dabei eine Zeitung hoch.,;;;;;
00:17:02:12,00:17:04:02,ERZAEHLER,1,speech,regular,HS,Drei Männer im Laden glotzen ihm nach.,;;;;;
00:17:04:03,00:17:04:15,MAN,1,speech,exclamation,imperative,Sieh mal an!,;;;;;
00:17:04:17,00:17:06:15,MAN,1,speech,regular,HS,Jetzt läuft er auch noch wie'n Verrückter.,;;;;;
"00:17:07:07,00:17:09:24,ERZAEHLER,1,speech,regular,HS,""Forrest rast auf ein kleines, ärmliches Farmhaus zu."",";;;;;
00:17:10:03,00:17:13:02,FORREST (V.O.),1,speech,regular,HS;"NS,""Vorhin hab ich Ihnen doch erzählt, dass Jenny nie nach Hause wollte."",";;;;
00:17:13:16,00:17:17:11,FORREST (V.O.),1,speech,regular,HS;"NS,""Sie wohnte in einem Haus, das war ungefähr so alt wie Alabama."",";;;;
00:17:18:02,00:17:20:21,FORREST (V.O.),1,speech,regular,HS;"NS,""Ihre Mama war in den Himmel gekommen, als Jenny 5 war."",###HS";NS?###;;;
00:17:21:00,00:17:22:20,FORREST (V.O.),1,speech,regular;addendum,HS,Und ihr Daddy war sowas wie ein...,;;;;
00:17:23:05,00:17:23:16,FORREST (V.O.),1,speech,regular;addendum,none,...Farmer.,;;;;
00:17:25:14,00:17:26:07,FORREST (child),1,speech,asking,address,Jenny?,;;;;;
00:17:26:19,00:17:28:15,FORREST (V.O.),1,speech,regular,HS,Er war ein sehr liebevoller Mann.,;;;;;
00:17:29:03,00:17:32:24,FORREST (V.O.),1,speech,regular,AND,Dauernd hat er sie und ihre Schwestern gestreichelt und geküsst.,;;;;;
00:17:33:01,00:17:35:01,ERZAEHLER,1,speech,regular,HS;"relativ,""Er entdeckt Jenny, die bei einem Tabakfeld steht."",";;;;
00:17:35:05,00:17:36:06,FORREST (V.O.),1,speech,regular,incomplete,An diesem einen Tag...,;;;;;
00:17:36:16,00:17:38:16,FORREST (V.O.),1,speech,regular,completion;HS,...war Jenny nicht im Schulbus gewesen.,;;;;
00:17:39:12,00:17:39:23,FORREST (child),1,speech,regular,address,Jenny,;;;;;
00:17:40:00,00:17:41:24,FORREST (child),1,speech,asking,question,Warum bist du heute nicht in der Schule gewesen?,;;;;;
00:17:41:25,00:17:42:08,JENNY (child),1,non,commanding,none,Psst!,;;;;;
00:17:42:17,00:17:44:04,JENNY (child),1,speech,regular,HS,Daddy ist gerade eingeschlafen.,;;;;;
00:17:44:21,00:17:45:14,JENNY'S DAD,1,speech,regular,address,Jenny,;;;;;
